Title,Job Link,Job ID,Job Category ID,Company Name,Promotion Text,Location,Experience Required,Deadline,Vacancy,Age,Salary,Published,Additional Requirements,Education,Remuneration Package,Employment Status,Gender
সহকারী ব্যবস্থাপক (নিরীক্ষা),https://jobs.bdjobs.com/jobdetails/?id=1364113&fcatId=1&ln=1,1364113,1,DAK DIYE JAI,,Pirojpur,Na,31 Aug2025,2,At most 40 years,N/A,04 Aug 2025,Age At most 40 years; এমআরএ সনদ প্রাপ্ত ও পিকেএসএফ এর সহযোগী ক্ষুদ্রঋণ প্রতিষ্ঠানে সংশ্লিষ্ট (নিরীক্ষা) কাজে তিন বৎসরের বাস্তব অভিজ্ঞতা থাকতে হবে। সিএ কোর্স সম্পন্নকারীদের অভিজ্ঞতা শিথিলযোগ্য।; নিরীক্ষা প্রতিবেদন লিখায় দক্ষ হতে হবে;; বৈধ ড্রাইভিং লাইসেন্স সহ মটরসাইকেল চালনায় পারদর্শীদের অগ্রাধিকার দেওয়া হবে;; মাইক্রোসফট্ অফিস প্রোগ্রামে কাজ করার ও ই-মেইল যোগাযোগের ক্ষেত্রে দক্ষতা থাকতে হবে;; উপকূলীয় এলাকায় কাজ করার ও নিয়মিত মাঠ পরিদর্শনের মানসিকতা থাকতে হবে।,Master of Commerce (MCom) in Accounting; হিসাববিজ্ঞান বিষয়ে স্নাতকোত্তর ডিগ্রীধারী হতে হবে;; সিএ কোর্স সম্পন্নকারীদের অগ্রাধিকার দেওয়া হবে।,,Full Time,N/A
Tax & Compliance Executive (or Accounts Officer Taxation),https://jobs.bdjobs.com/jobdetails/?id=1392373&fcatId=1&ln=1,1392373,1,Farid Group,N/A,"Cumilla, Dhaka",2 to 3 year(s),20 Aug2025,1,28 to 35 years,Negotiable,04 Aug 2025,"Age 28 to 35 years; Sound knowledge of Bangladesh Income TAX and Ordinance and rules.; Experience with Return filing software or NBR online portal.; Sound knowledge in Accounting software, MS Excel, MS Word.",Bachelor of Commerce (BCom); Bachelor of Business Administration (BBA); Master of Commerce (MCom) in Accounting & Information System; Master of Business Administration (MBA) in Finance,"Provident fund,Mobile bill; Lunch Facilities: Full Subsidize; Salary Review: Yearly; Residential facility is available.",Full Time,Only Male
Internal Audit Manager,https://jobs.bdjobs.com/jobdetails/?id=1392418&fcatId=1&ln=1,1392418,1,Sky City Hotel Dhaka,N/A,Malibagh,At least 3 year(s),3 Sep2025,--,At least 30 years,N/A,04 Aug 2025,"Age At least 30 years; At least 3 years proven audit experience, preferably in hotel or restaurant sector; Ideally part-qualified accountant who has passed knowledge level and has Audit & Assurance ACCA papers; Mature and assertive candidate with a disciplined approach to internal audit - confident to raise concern or issue with Directors and back this up with report / data; Proactive with a strong desire to add value to the Company by improving processes and bottom line P&L; Excellent analytical & evaluation skills using spreadsheets or other data analytics tools; Excellent Excel / Google Sheets skills (knowing how to use pivot tables, IF formulas & VLooups, charts and graphs are a MUST); Familiarity with hotel PMS / sales systems; Proficiency in email, word processing a must",Bachelor of Business Administration (BBA) in Accounting; Ideally BBA candidate who has passed knowledge level and ‘Audit & Assurance’ ACCA papers; Bachelor’s Degree in Finance & Accounting from reputable university,Mobile bill; Lunch Facilities: Full Subsidize; Salary Review: Yearly; Festival Bonus: 2,Full Time,N/A
Sr. Executive - Finance & Accounts,https://jobs.bdjobs.com/jobdetails/?id=1392376&fcatId=1&ln=1,1392376,1,SATORI Ltd.,,Dhaka,3 to 5 year(s),2 Sep2025,--,N/A,Tk. 35000 - 38000 (Monthly),03 Aug 2025,"3–5 years of relevant work experience in Finance & Accounts.; Working knowledge of any ACCOUNTING SOFTWARE.; Must be energetic, proactive, dedicated, and able to work under pressure.; Proficiency in MS Excel, MS Word, and PowerPoint is essential.",Bachelor of Commerce (BCom) in Accounting; Master of Commerce (MCom) in Accounting; Professional Qualification: CA (Chartered Accountancy) Course Completed (CA-CC) candidates will be given preference.,,Full Time,N/A
"Manager, Internal Audit",https://jobs.bdjobs.com/jobdetails/?id=1392371&fcatId=1&ln=1,1392371,1,A Leading Group of Company,,GULSHAN 1,10 to 12 year(s),2 Sep2025,1,35 to 40 years,Negotiable,03 Aug 2025,Age 35 to 40 years; Leadership and Good communication skill.; Proactive and Positive attitude.; Productivity.; Good computer skill.,"Bachelor of Business Administration (BBA); Bachelor of Commerce (BCom); Master of Business Administration (MBA) in Accounting; Master of Business Administration (MBA) in Finance; Master of Business Administration (MBA) Masters / MBA major in Accounting / Finance from any recognized university/Institution.; CA-CC, CA/ACCA partially qualified.","Mobile bill,Provident fund; Salary Review: Yearly; Festival Bonus: 2; As per company policy.",Full Time,N/A
Accountant,https://jobs.bdjobs.com/jobdetails/?id=1391948&fcatId=1&ln=1,1391948,1,BAAS & Associates,N/A,Mohammadpur,At least 1 year(s),29 Aug2025,--,25 to 40 years,Negotiable,03 Aug 2025,Age 25 to 40 years,Bachelor of Commerce (BCom) in Accounting,Salary Review: Yearly; Festival Bonus: 2,Full Time,Only Male
Project Finance Manager (Flying),https://jobs.bdjobs.com/jobdetails/?id=1392273&fcatId=1&ln=1,1392273,1,Médecins Sans Frontières (MSF),"Coordinating and supervising the implementation of the Finance procedures  tools and ensuring the cor-rect use of Financial Resources at project level according to MSF protocols, standards and procedures in order to provide quality, reliable and transparent information to the organization on the use and alloca-tion of resources in the projects.",Cox's Bazar Sadar,Na,11 Aug2025,1,N/A,Tk. 119500 (Monthly),03 Aug 2025,"Essential : Working experience of at least two years in relevant and similar jobs; Desirable working experience with MSF or other NGOs, in developing countries; Work experienc with Accounting software. Preferable Unifield","Bachelor of Business Studies (BBS) in Finance; Bachelor of Business Studies (BBS) in Accounting; Bachelor of Business Administration (BBA); Bachelor of Business Studies (BBS) in Management; Essential Bachelor’s Degree in Finance, Accounting, Management, Business Administration or Relevant field.",,Full Time,N/A
"Sr. Planning Analyst / Assistant Manager, Planning",https://jobs.bdjobs.com/jobdetails/?id=1392274&fcatId=1&ln=1,1392274,1,Advanced Chemical Industries PLC (ACI),"ACI seeks a dynamic, analytical, and detail-focused professional to join our Planning Team. The role involves strategic financial planning, budgeting, capex analysis, and project performance tracking, with exposure to leadership and key initiatives.",Tejgaon,3 to 5 year(s),16 Aug2025,--,27 to 38 years,Negotiable,03 Aug 2025,"Age 27 to 38 years; Experience in project management, capital expenditure analysis, or similar roles, preferably in a manufacturing or industrial setting.; Proficient in quantitative and qualitative analysis tools to assess project effectiveness and investment impact.; Strong understanding of capital expenditure budgeting, investment analysis, and financial metrics relevant to factory projects.; Competent in Microsoft Office, particularly Excel, and familiar with project management software.; Experience with data analysis tools is advantageous.","MBA/ BBA in Finance, Accounting, or related field from a reputed university.; Professional certification (CA CC/ CMA/ CIMA/ ACCA) will be an added advantage","Mobile bill,Medical allowance,Performance bonus,Profit share,Provident fund,Insurance,Gratuity; Lunch Facilities: Partially Subsidize; Salary Review: Yearly; Festival Bonus: 2",Full Time,N/A
Executive- Credit Management,https://jobs.bdjobs.com/jobdetails/?id=1392272&fcatId=1&ln=1,1392272,1,A Leading Group of Industry,N/A,Noakhali,1 to 2 year(s),10 Aug2025,1,N/A,Negotiable,03 Aug 2025,,Bachelor of Business Administration (BBA) in Accounting,N/A,Full Time,Only Male
Accounts Officer,https://jobs.bdjobs.com/jobdetails/?id=1392255&fcatId=1&ln=1,1392255,1,Media Home Appliances,N/A,Dhaka,1 to 3 year(s),30 Aug2025,1,25 to 30 years,Tk. 18000 - 22000 (Monthly),03 Aug 2025,Age 25 to 30 years; Proficiency in MS Office and accounting software.,Bachelor of Business Administration (BBA) in Accounting,N/A,Full Time,Only Male
Sr. Executive (Accounts),https://jobs.bdjobs.com/jobdetails/?id=1391846&fcatId=1&ln=1,1391846,1,R consultancy,N/A,Uttara,At least 3 year(s),15 Aug2025,5,30 to 40 years,Tk. 25000 - 30000 (Monthly),03 Aug 2025,Age 30 to 40 years,Bachelor/Honors,"T/A,Mobile bill; Lunch Facilities: Partially Subsidize; Salary Review: Yearly; Festival Bonus: 2",Full Time,Only Female
"Officer, Internal Audit",https://jobs.bdjobs.com/jobdetails/?id=1391792&fcatId=1&ln=1,1391792,1,Spectra International Limited,"Spectra International Ltd, a leading EPC and healthcare infrastructure firm in Bangladesh, pioneers medical gas manufacturing and MPL systems. We seek a qualified, motivated candidate for the position of Officer, Internal Audit to join our team.",DOHS Baridhara,2 to 3 year(s),20 Aug2025,--,25 to 35 years,Tk. 35000 - 40000 (Monthly),03 Aug 2025,"Age 25 to 35 years; 2–3 years of experience in internal audit, finance, or compliance roles (fresh graduates with strong analytical skills may also apply).; Strong understanding of accounting principles and internal audit procedures.; Proficiency in MS Excel and accounting software.; Familiarity with financial documentation, inventory checks, and reconciliations.; Ability to detect discrepancies, ensure policy adherence, and prepare detailed reports.; Strong analytical mindset, attention to detail, and problem-solving skills.; Ability to handle confidential information with integrity and professionalism.; Excellent communication skills in both Bangla and English.",Bachelor of Business Administration (BBA) in Accounting; Bachelor of Business Administration (BBA) in Finance & Banking; Candidates having CA CC completed will be given preference.,"Insurance,Mobile bill,Profit share,Tour allowance; Salary Review: Yearly; Lunch Facilities: Partially Subsidize; Festival Bonus: 2",Full Time,Only Female
Executive/Senior Executive- Finance and Accounts,https://jobs.bdjobs.com/jobdetails/?id=1392203&fcatId=1&ln=1,1392203,1,Royal Educare Limited,N/A,Sylhet Sadar,1 to 5 year(s),15 Aug2025,1,N/A,Negotiable,03 Aug 2025,"Proven experience in a Finance role at this, or a similar level.; Experience of working in an educational establishment.; Experience of accounting software and data entry.",N/A,N/A,Full Time,N/A
Assistant Manager (Accounts / Finance),https://jobs.bdjobs.com/jobdetails/?id=1392231&fcatId=1&ln=1,1392231,1,Global Technology,N/A,DOHS Mohakhali,2 to 4 year(s),15 Aug2025,1,22 to 35 years,Negotiable,03 Aug 2025,Age 22 to 35 years; 2–3 years of relevant working experience in Accounts & Finance.,Bachelor of Business Administration (BBA) in Accounting; Master of Business Administration (MBA) in Accounting; BBA and MBA in Accounting/Finance from a reputed university.,"T/A,Mobile bill; Salary Review: Yearly; Festival Bonus: 2",Full Time,N/A
"Executive, Finance & Accounts",https://jobs.bdjobs.com/jobdetails/?id=1392195&fcatId=1&ln=1,1392195,1,Tusuka Group,N/A,Banani,1 to 2 year(s),13 Aug2025,2,24 to 30 years,Negotiable,03 Aug 2025,"Age 24 to 30 years; Capable to work under pressure.; The ability to build and maintain successful working relationships with colleagues clients.; Should be dynamic, technical oriented persons with good communication skills.","Bachelor of Business Administration (BBA) in Accounting; Master of Business Administration (MBA) in Accounting; CMA FL, CA, CC",Lunch Facilities: Full Subsidize; Salary Review: Yearly,Full Time,N/A
Finance Officer,https://jobs.bdjobs.com/jobdetails/?id=1392138&fcatId=1&ln=1,1392138,1,"Research Initiatives, Bangladesh (RIB)",N/A,Dhaka,At least 5 year(s),10 Aug2025,1,N/A,Negotiable,03 Aug 2025,"Excellent oral and writing skill in English and Bangla; Necessarily skilled in computer, MS Excel  and internet utility; Working in Non-government organisation is appreciable",Bachelor of Commerce (BCom) in Accounting; Graduation/Masters in Accounting/finance,N/A,Contractual,N/A
Senior Manager - Accounts & Finance,https://jobs.bdjobs.com/jobdetails/?id=1392113&fcatId=1&ln=1,1392113,1,Nadia Furniture Limited,N/A,"Dhaka, Manikganj",10 to 14 year(s),23 Aug2025,1,40 to 45 years,Negotiable,03 Aug 2025,"Age 40 to 45 years; Age limit at most 45 years [Age limit will be relaxed for more qualified candidate].; Total 10 years of working experience with at least 3 years of working in Senior Manager – Accounts & Finance.; Spoken and writing skills both in English and Bengali.; Sincerity, Responsibility, Honesty & Integrity, Hardworking.; Modern System adaptability & Creativity.; Excellent interpersonal /self-motivational and team work skills.",Master of Business Administration (MBA) in Accounting; Master of Business Administration (MBA) in Finance; Mandatory Partly Qualified CA/ACCA/ICMAB.,Mobile bill; Salary Review: Yearly; Festival Bonus: 2,Full Time,Only Male
Sr. Accountant (Factory),https://jobs.bdjobs.com/jobdetails/?id=1387756&fcatId=1&ln=1,1387756,1,LCI Limited,N/A,"Dhaka, Alfadanga",At least 5 year(s),20 Aug2025,2,At least 35 years,Negotiable,03 Aug 2025,Age At least 35 years,"Bachelor of Commerce (BCom) in Accounting; Master of Commerce (MCom) in Accounting; •             B.Com (Hons) and M.Com in Accounting from a recognized university.; •             CA Course Completed (CA CC mandatory, passed at least one part preferred).",Insurance; Salary Review: Yearly; Festival Bonus: 2,Full Time,Only Male
